#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808","USDA-ARS-USMARC-1808",19669,SAMN02716861 ,PRJNA236699,"Proteobacteria","Gammaproteobacteria",GCA_001623725.1 ,5.03091,52.1187,chromosome:NZ_CP014969.1/CP014969.1; plasmid pSTY1-1808:NZ_CP014970.1/CP014970.1,-,2,5189,4900,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/725/GCF_001623725.1_ASM162372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/725/GCA_001623725.1_ASM162372v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810","USDA-ARS-USMARC-1810",19669,SAMN02716863 ,PRJNA236651,"Proteobacteria","Gammaproteobacteria",GCA_001623745.1 ,4.92787,52.2,chromosome:NZ_CP014982.1/CP014982.1,-,1,5049,4755,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/745/GCF_001623745.1_ASM162374v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/745/GCA_001623745.1_ASM162374v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898","USDA-ARS-USMARC-1898",19669,SAMN02716871 ,PRJNA236707,"Proteobacteria","Gammaproteobacteria",GCA_001623765.1 ,5.01009,52.0825,chromosome:NZ_CP014971.1/CP014971.1; plasmid pSTY1-1898:NZ_CP014972.1/CP014972.1; plasmid pSTY2-1898:NZ_CP014973.1/CP014973.1; plasmid pSTY3-1898:NZ_CP014974.1/CP014974.1,-,4,5133,4849,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/765/GCF_001623765.1_ASM162376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/765/GCA_001623765.1_ASM162376v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059","CDC 2009K-2059",19669,SAMN02716878 ,PRJNA236714,"Proteobacteria","Gammaproteobacteria",GCA_001623775.1 ,4.82379,52.2,chromosome:NZ_CP014983.1/CP014983.1,-,1,4909,4657,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/775/GCF_001623775.1_ASM162377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/775/GCA_001623775.1_ASM162377v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640","CDC 2009K-1640",19669,SAMN02716877 ,PRJNA236713,"Proteobacteria","Gammaproteobacteria",GCA_001623805.1 ,5.02773,52.1187,chromosome:NZ_CP014975.1/CP014975.1; plasmid pSTY1-2009K-1640:NZ_CP014976.1/CP014976.1,-,2,5190,4906,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/805/GCF_001623805.1_ASM162380v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/805/GCA_001623805.1_ASM162380v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662","CDC H2662",19669,SAMN02716865 ,PRJNA236709,"Proteobacteria","Gammaproteobacteria",GCA_001623825.1 ,4.98571,52.1189,chromosome:NZ_CP014979.1/CP014979.1; plasmid pSTY1-H2662:NZ_CP014980.1/CP014980.1,-,2,5130,4846,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/825/GCF_001623825.1_ASM162382v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/825/GCA_001623825.1_ASM162382v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896","USDA-ARS-USMARC-1896",19669,SAMN02716869 ,PRJNA236705,"Proteobacteria","Gammaproteobacteria",GCA_001623845.1 ,5.00374,52.1029,chromosome:NZ_CP014977.1/CP014977.1; plasmid pSTY1-1896:NZ_CP014978.1/CP014978.1,-,2,5153,4867,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/845/GCF_001623845.1_ASM162384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/845/GCA_001623845.1_ASM162384v1
"Salmonella enterica subsp. diarizonae","11-01855",19669,SAMN03371466 ,PRJNA276399,"Proteobacteria","Gammaproteobacteria",GCA_001628755.1 ,4.77935,51.5,chromosome:NZ_CP011288.1/CP011288.1,-,1,4691,4328,2016/04/22,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/628/755/GCF_001628755.1_ASM162875v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/755/GCA_001628755.1_ASM162875v1
"Salmonella enterica subsp. diarizonae","11-01853",19669,SAMN03371464 ,PRJNA276399,"Proteobacteria","Gammaproteobacteria",GCA_001629755.1 ,4.86945,51.3215,chromosome:NZ_CP011289.1/CP011289.1; plasmid unnamed1:NZ_CP011290.1/CP011290.1; plasmid unnamed2:NZ_CP011291.1/CP011291.1,-,3,4821,4454,2016/04/22,2016/12/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/629/755/GCF_001629755.1_ASM162975v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/755/GCA_001629755.1_ASM162975v1
"Salmonella enterica subsp. diarizonae","11-01854",19669,SAMN03371465 ,PRJNA276399,"Proteobacteria","Gammaproteobacteria",GCA_001629775.1 ,4.8694,51.3215,chromosome:NZ_CP011292.1/CP011292.1; plasmid unnamed1:NZ_CP011293.1/CP011293.1; plasmid unnamed2:NZ_CP011294.1/CP011294.1,-,3,4822,4455,2016/04/22,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/629/775/GCF_001629775.1_ASM162977v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/775/GCA_001629775.1_ASM162977v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-00D989 87-1",19669,SAMN03328998 ,PRJNA274686,"Proteobacteria","Gammaproteobacteria",GCA_001647045.1 ,4.74433,52.2011,chromosome:NZ_CP011942.1/CP011942.1; plasmid intermediate:NZ_CP011944.1/CP011944.1; plasmid small:NZ_CP011945.1/CP011945.1; plasmid virulence:NZ_CP011943.1/CP011943.1,-,4,4841,4578,2016/05/18,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/045/GCF_001647045.1_ASM164704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/045/GCA_001647045.1_ASM164704v1
"Salmonella enterica","C629",19669,SAMN04961653 ,PRJNA320977,"Proteobacteria","Gammaproteobacteria",GCA_001647755.1 ,5.00183,51.953,chromosome:NZ_CP015724.1/CP015724.1; plasmid unnamed1:NZ_CP015725.1/CP015725.1,-,2,4858,4636,2016/05/19,2016/11/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/755/GCF_001647755.1_ASM164775v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/755/GCA_001647755.1_ASM164775v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH12-007",19669,SAMN04334633 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001689935.1 ,4.79124,52.1149,chromosome:NZ_CP016504.1/CP016504.1; plasmid pSH12-007_2:NZ_CP016505.1/CP016505.1; plasmid pSH12-007_37:NZ_CP016506.1/CP016506.1,-,3,4883,4632,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/689/935/GCF_001689935.1_ASM168993v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/689/935/GCA_001689935.1_ASM168993v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH12-003",19669,SAMN04334629 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001690005.1 ,4.79124,52.1149,chromosome:NZ_CP016507.1/CP016507.1; plasmid pSH12-003_2:NZ_CP016508.1/CP016508.1; plasmid pSH12-003_37:NZ_CP016509.1/CP016509.1,-,3,4883,4632,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/005/GCF_001690005.1_ASM169000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/005/GCA_001690005.1_ASM169000v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH14-028",19669,SAMN04334672 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001690035.1 ,4.79396,52.1099,chromosome:NZ_CP016510.1/CP016510.1; plasmid pSH14-028_2:NZ_CP016511.1/CP016511.1; plasmid pSH14-028_37:NZ_CP016512.1/CP016512.1; plasmid pSH14-028_6:NZ_CP016513.1/CP016513.1,-,4,4899,4646,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/035/GCF_001690035.1_ASM169003v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/035/GCA_001690035.1_ASM169003v1
"Salmonella enterica subsp. enterica serovar Heidelberg","11-004736-1-7",19669,SAMN05263553 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001690055.1 ,4.88814,52.0686,chromosome:NZ_CP016514.1/CP016514.1; plasmid p11-004736-1-7_37:NZ_CP016515.1/CP016515.1; plasmid p11-004736-1-7_99:NZ_CP016516.1/CP016516.1,-,3,5016,4755,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/055/GCF_001690055.1_ASM169005v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/055/GCA_001690055.1_ASM169005v1
"Salmonella enterica subsp. enterica serovar Heidelberg","CE-R2-11-0435",19669,SAMN05263538 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001690075.1 ,4.888,52.0686,chromosome:NZ_CP016517.1/CP016517.1; plasmid pCE-R2-11-0435_37:NZ_CP016518.1/CP016518.1; plasmid pCE-R2-11-0435_6:NZ_CP016519.1/CP016519.1; plasmid pCE-R2-11-0435_92:NZ_CP016520.1/CP016520.1,-,4,5017,4754,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/075/GCF_001690075.1_ASM169007v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/075/GCA_001690075.1_ASM169007v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SA01AB09084001",19669,SAMN05263504 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001690095.1 ,4.88537,52.0784,chromosome:NZ_CP016530.1/CP016530.1; plasmid pSA01AB09084001_37:NZ_CP016531.1/CP016531.1; plasmid pSA01AB09084001_4:NZ_CP016532.1/CP016532.1; plasmid pSA01AB09084001_92:NZ_CP016533.1/CP016533.1,-,4,5017,4752,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/095/GCF_001690095.1_ASM169009v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/095/GCA_001690095.1_ASM169009v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SA02DT09004001",19669,SAMN05263513 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001690115.1 ,4.89199,52.0709,chromosome:NZ_CP016521.1/CP016521.1; plasmid pSA02DT09004001_101:NZ_CP016522.1/CP016522.1; plasmid pSA02DT09004001_2:NZ_CP016523.1/CP016523.1; plasmid pSA02DT09004001_37:NZ_CP016524.1/CP016524.1,-,4,5021,4754,2016/07/21,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/115/GCF_001690115.1_ASM169011v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/115/GCA_001690115.1_ASM169011v1
"Salmonella enterica subsp. enterica serovar Heidelberg","09-036813-1A",19669,SAMN05263546 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001690135.1 ,5.06248,51.8292,chromosome:NZ_CP016525.1/CP016525.1; plasmid p09-036813-1A_261:NZ_CP016526.1/CP016526.1; plasmid p09-036813-1A_3:NZ_CP016527.1/CP016527.1; plasmid p09-036813-1A_4:NZ_CP016528.1/CP016528.1; plasmid p09-036813-1A_42:NZ_CP016529.1/CP016529.1,-,5,5191,4914,2016/07/21,2016/12/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/690/135/GCF_001690135.1_ASM169013v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/690/135/GCA_001690135.1_ASM169013v1
"Salmonella enterica subsp. enterica serovar Heidelberg","A3EZ223",19669,SAMN05277890 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692495.1 ,4.78892,52.1134,chromosome:NZ_CP016563.1/CP016563.1; plasmid pA3EZ223_37:NZ_CP016564.1/CP016564.1,-,2,4886,4631,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/495/GCF_001692495.1_ASM169249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/495/GCA_001692495.1_ASM169249v1
"Salmonella enterica subsp. enterica serovar Heidelberg","AMR588-04-00435",19669,SAMN05263516 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692515.1 ,4.7914,52.1145,chromosome:NZ_CP016573.1/CP016573.1; plasmid pAMR588-04-00435_2:NZ_CP016574.1/CP016574.1; plasmid pAMR588-04-00435_37:NZ_CP016575.1/CP016575.1,-,3,4885,4629,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/515/GCF_001692515.1_ASM169251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/515/GCA_001692515.1_ASM169251v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH13-006",19669,SAMN04334642 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001692535.1 ,4.78803,52.1134,chromosome:NZ_CP016579.1/CP016579.1; plasmid pSH13-006_37:NZ_CP016580.1/CP016580.1,-,2,4883,4627,2016/07/22,2016/12/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/535/GCF_001692535.1_ASM169253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/535/GCA_001692535.1_ASM169253v1
"Salmonella enterica subsp. enterica serovar Heidelberg","A3ES40",19669,SAMN05277889 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692555.1 ,4.78892,52.1134,chromosome:NZ_CP016561.1/CP016561.1; plasmid pA3ES40_37:NZ_CP016562.1/CP016562.1,-,2,4885,4632,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/555/GCF_001692555.1_ASM169255v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/555/GCA_001692555.1_ASM169255v1
"Salmonella enterica subsp. enterica serovar Heidelberg","AMR588-04-00320",19669,SAMN05263515 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692575.1 ,4.89069,52.0697,chromosome:NZ_CP016569.1/CP016569.1; plasmid pAMR588-04-00320_2:NZ_CP016570.1/CP016570.1; plasmid pAMR588-04-00320_37:NZ_CP016571.1/CP016571.1; plasmid pAMR588-04-00320_99:NZ_CP016572.1/CP016572.1,-,4,5020,4757,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/575/GCF_001692575.1_ASM169257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/575/GCA_001692575.1_ASM169257v1
"Salmonella enterica subsp. enterica serovar Heidelberg","AMR588-04-00318",19669,SAMN05263514 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692595.1 ,4.8904,52.0697,chromosome:NZ_CP016565.1/CP016565.1; plasmid pAMR588-04-00318_2:NZ_CP016566.1/CP016566.1; plasmid pAMR588-04-00318_37:NZ_CP016567.1/CP016567.1; plasmid pAMR588-04-00318_99:NZ_CP016568.1/CP016568.1,-,4,5022,4758,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/595/GCF_001692595.1_ASM169259v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/595/GCA_001692595.1_ASM169259v1
"Salmonella enterica subsp. enterica serovar Heidelberg","AMR588-04-00437",19669,SAMN05263517 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001692615.1 ,4.7914,52.1145,chromosome:NZ_CP016576.1/CP016576.1; plasmid pAMR588-04-00437_2:NZ_CP016577.1/CP016577.1; plasmid pAMR588-04-00437_37:NZ_CP016578.1/CP016578.1,-,3,4888,4633,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/615/GCF_001692615.1_ASM169261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/615/GCA_001692615.1_ASM169261v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH13-004",19669,SAMN04334640 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001692635.1 ,4.78803,52.1134,chromosome:NZ_CP016586.1/CP016586.1; plasmid pSH13-004_37:NZ_CP016587.1/CP016587.1,-,2,4887,4631,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/635/GCF_001692635.1_ASM169263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/635/GCA_001692635.1_ASM169263v1
"Salmonella enterica subsp. enterica serovar Heidelberg","SH14-009",19669,SAMN04334653 ,PRJNA305824,"Proteobacteria","Gammaproteobacteria",GCA_001692655.1 ,4.89344,52.0975,chromosome:NZ_CP016581.1/CP016581.1; plasmid pSH14-009_2:NZ_CP016582.1/CP016582.1; plasmid pSH14-009_37:NZ_CP016583.1/CP016583.1; plasmid pSH14-009_6:NZ_CP016584.1/CP016584.1; plasmid pSH14-009_99:NZ_CP016585.1/CP016585.1,-,5,5032,4772,2016/07/22,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/655/GCF_001692655.1_ASM169265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/655/GCA_001692655.1_ASM169265v1
"Salmonella enterica","FORC_019",19669,SAMN03896006 ,PRJNA290698,"Proteobacteria","Gammaproteobacteria",GCA_001705055.1 ,4.79769,52.1951,chromosome:NZ_CP012396.1/CP012396.1; plasmid pFORC19:NZ_CP012397.1/CP012397.1,-,2,4928,4654,2016/08/16,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/055/GCF_001705055.1_ASM170505v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/055/GCA_001705055.1_ASM170505v1
"Salmonella enterica subsp. enterica serovar Typhimurium","NC983",19669,SAMN04600271 ,PRJNA317167,"Proteobacteria","Gammaproteobacteria",GCA_001705365.1 ,4.94013,52.2171,chromosome:NZ_CP015157.1/CP015157.1; plasmid unnamed:NZ_CP015158.1/CP015158.1,-,2,5083,4780,2016/08/16,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/365/GCF_001705365.1_ASM170536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/365/GCA_001705365.1_ASM170536v1
"Salmonella enterica subsp. enterica serovar Typhimurium","ST931R",19669,SAMN05356919 ,PRJNA327740,"Proteobacteria","Gammaproteobacteria",GCA_001729225.1 ,5.17249,52.0451,chromosome:NZ_CP016385.1/CP016385.1; plasmid p931-3904:NZ_CP016386.1/CP016386.1; plasmid p931IncI1:NZ_CP016387.1/CP016387.1; plasmid p931IncI2:NZ_CP016388.1/CP016388.1; plasmid pESBL931:NZ_CP016389.1/CP016389.1; plasmid pSLT931:NZ_CP016390.1/CP016390.1,-,6,5384,5096,2016/09/16,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/225/GCF_001729225.1_ASM172922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/225/GCA_001729225.1_ASM172922v1
"Salmonella enterica subsp. enterica serovar Typhimurium","22495",19669,SAMN05832834 ,PRJNA344760,"Proteobacteria","Gammaproteobacteria",GCA_001886995.1 ,4.91257,52.2166,chromosome:CP017617.1; plasmid unnamed1:CP017618.1; plasmid unnamed2:CP017619.1,-,3,4802,4425,2016/11/28,2016/11/28,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/995/GCA_001886995.1_ASM188699v1
"Salmonella enterica subsp. enterica serovar Typhimurium","22792",19669,SAMN05832872 ,PRJNA344760,"Proteobacteria","Gammaproteobacteria",GCA_001887015.1 ,4.90056,52.1191,chromosome:NZ_CP017621.1/CP017621.1; plasmid unnamed1:NZ_CP017620.1/CP017620.1,-,2,5000,4618,2016/11/28,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/015/GCF_001887015.1_ASM188701v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/015/GCA_001887015.1_ASM188701v1
"Salmonella enterica subsp. enterica serovar Newport","CFSAN001660",19669,SAMN05172400 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001890165.1 ,4.90172,52.1088,chromosome:NZ_CP016010.1/CP016010.1; plasmid pCFSAN001660:NZ_CP016011.1/CP016011.1,-,2,4985,4722,2016/12/07,2016/12/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/165/GCF_001890165.1_ASM189016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/165/GCA_001890165.1_ASM189016v1
"Salmonella enterica subsp. enterica serovar Newport","CFSAN003890",19669,SAMN05172402 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001890185.1 ,5.0281,52.1897,chromosome:NZ_CP016012.1/CP016012.1; plasmid pCFSAN003890:NZ_CP016013.1/CP016013.1,-,2,5164,4866,2016/12/07,2016/12/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/185/GCF_001890185.1_ASM189018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/185/GCA_001890185.1_ASM189018v1
"Salmonella enterica subsp. enterica serovar Newport","CFSAN003387",19669,SAMN05172401 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001890445.1 ,4.74697,52.2,chromosome:NZ_CP016014.1/CP016014.1,-,1,4734,4466,2016/12/07,2016/12/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/445/GCF_001890445.1_ASM189044v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/445/GCA_001890445.1_ASM189044v1
"Salmonella enterica subsp. enterica serovar Newport","0007-33",19669,SAMN03744300 ,PRJNA285350,"Proteobacteria","Gammaproteobacteria",GCA_001922165.1 ,4.84674,52.2,chromosome:NZ_CP013685.1/CP013685.1,-,1,4915,4657,2016/12/27,2016/12/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/165/GCF_001922165.1_ASM192216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/165/GCA_001922165.1_ASM192216v1
"Salmonella enterica subsp. enterica serovar Typhimurium","RM10961",19669,SAMN04125698 ,PRJNA245322,"Proteobacteria","Gammaproteobacteria",GCA_001922185.1 ,4.85646,52.2,chromosome:NZ_CP013702.1/CP013702.1,-,1,4932,4655,2016/12/27,2016/12/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/185/GCF_001922185.1_ASM192218v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/185/GCA_001922185.1_ASM192218v1
"Salmonella enterica subsp. enterica serovar Infantis","FSIS1502169",19669,SAMN04285042 ,PRJNA292666,"Proteobacteria","Gammaproteobacteria",GCA_001931555.1 ,5.05025,52.1784,chromosome:NZ_CP016406.1/CP016406.1; plasmid pFSIS1502169:NZ_CP016407.1/CP016407.1,-,2,5146,4809,2017/01/04,2017/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/555/GCF_001931555.1_ASM193155v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/555/GCA_001931555.1_ASM193155v1
"Salmonella enterica subsp. enterica serovar Infantis","FSIS1502916",19669,SAMN04364590 ,PRJNA292666,"Proteobacteria","Gammaproteobacteria",GCA_001931575.1 ,5.05063,52.1787,chromosome 1:NZ_CP016408.1/CP016408.1; plasmid pFSIS1502916:NZ_CP016409.1/CP016409.1,-,2,5146,4817,2017/01/04,2017/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/575/GCF_001931575.1_ASM193157v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/575/GCA_001931575.1_ASM193157v1
"Salmonella enterica subsp. enterica serovar Infantis","N55391",19669,SAMN03988471 ,PRJNA292661,"Proteobacteria","Gammaproteobacteria",GCA_001931595.1 ,5.04393,52.1744,chromosome:NZ_CP016410.1/CP016410.1; plasmid pN55391:NZ_CP016411.1/CP016411.1,-,2,5133,4807,2017/01/04,2017/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/595/GCF_001931595.1_ASM193159v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/595/GCA_001931595.1_ASM193159v1
"Salmonella enterica subsp. enterica serovar Infantis","CVM44454",19669,SAMN05255999 ,PRJNA242614,"Proteobacteria","Gammaproteobacteria",GCA_001931615.1 ,5.04324,52.1809,chromosome:NZ_CP016412.1/CP016412.1; plasmid pCVM44454:NZ_CP016413.1/CP016413.1,-,2,5129,4807,2017/01/04,2017/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/615/GCF_001931615.1_ASM193161v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/615/GCA_001931615.1_ASM193161v1
"Salmonella enterica subsp. enterica serovar Cerro","87",19669,SAMN02910521 ,PRJNA252640,"Proteobacteria","Gammaproteobacteria",GCA_001941405.1 ,4.60244,52.3,chromosome:NZ_CP008925.1/CP008925.1,-,1,4640,4366,2017/01/10,2017/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/405/GCF_001941405.1_ASM194140v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/405/GCA_001941405.1_ASM194140v1
